game_date,book,player,team,opponent,market,line,over_dec,under_dec,p_over_imp,p_under_imp,p_over_fair,p_under_fair,p_over_model,edge_over,EV_over_1u,kelly_frac_over,projected_minutes,projection_mean,projection_sd,start_prob
2025-11-18,fanduel,LeBron James,LAL,UTA,AST,4.5,1.8333333333333335,1.9090909090909092,0.5454545454545454,0.5238095238095238,0.5101214574898786,0.48987854251012153,0.9774014979328943,0.46728004044301574,0.7919027462103063,0.25,35.6,9.66953320503235,2.5811319154754693,0.7
2025-11-18,fanduel,Derrick White,BOS,@BKN,AST,5.5,2.1799999999999997,1.6329113924050633,0.45871559633027525,0.6124031007751938,0.4282584157758449,0.571741584224155,0.8194085038360429,0.391150088060198,0.7863105383625735,0.25,33.44,7.672092027664184,2.3787762062259414,0.7
2025-11-18,draftkings,Dyson Daniels,ATL,DET,AST,5.5,2.12,1.6802721088435373,0.4716981132075472,0.5951417004048583,0.44214520979521704,0.5578547902047831,0.7958759841024774,0.35373077430726035,0.6872570862972521,0.25,32.8,7.431724095344543,2.3358758231768086,0.7
2025-11-18,fanduel,Kristaps Porzingis,ATL,DET,AST,2.5,1.7142857142857144,2.06,0.5833333333333334,0.4854368932038835,0.5457986373959123,0.45420136260408783,0.8905262960903984,0.34472765869448607,0.5266165075835401,0.25,26.6,4.823739764094353,1.8902461131805428,0.7
2025-11-18,mgm,Jaylen Brown,BOS,@BKN,AST,4.5,2.15,1.6666666666666665,0.46511627906976744,0.6,0.43668122270742354,0.5633187772925764,0.6971738028500821,0.2604925801426586,0.4989236761276765,0.25,32.879999999999995,5.665568304061889,2.257587728605037,0.7
2025-11-18,draftkings,Jusuf Nurkic,UTA,@LAL,AST,3.5,1.8130081300813008,1.9345794392523366,0.5515695067264574,0.5169082125603864,0.5162199424192044,0.4837800575807955,0.7705737212747293,0.2543537788555249,0.3970564214980865,0.25,27.2,4.9264014005661005,1.9256500590764842,0.7
2025-11-18,draftkings,Nickeil Alexander-Walker,ATL,DET,AST,3.5,2.24,1.6097560975609757,0.44642857142857145,0.6212121212121212,0.41814495691839837,0.5818550430816016,0.6698235922769666,0.25167863535856827,0.5004048467004053,0.25,29.6,4.389113426208496,2.0233514088354934,0.7
2025-11-18,fanduel,Collin Gillespie,PHX,@POR,AST,4.5,1.8,1.9433962264150944,0.5555555555555556,0.5145631067961165,0.5191532258064516,0.4808467741935484,0.7339938962797857,0.2148406704733341,0.3211890133036144,0.25,25.96,5.7023805373907095,1.924001862330881,0.7
2025-11-18,mgm,Anfernee Simons,BOS,@BKN,AST,2.5,1.6896551724137931,2.1,0.5918367346938775,0.47619047619047616,0.554140127388535,0.4458598726114649,0.7578251948757789,0.2036850674872439,0.2804632603073507,0.25,22.12,3.614700902104378,1.5939693198284934,0.7
2025-11-18,mgm,Jalen Johnson,ATL,DET,AST,5.5,1.6666666666666665,2.15,0.6,0.46511627906976744,0.5633187772925764,0.43668122270742354,0.761331415548305,0.19801263825572857,0.2688856925805082,0.25,33.2,7.1640242934227,2.341743991354732,0.7
