game_time,team,side,lineup_status,starters,may_not_play,may_not_play_count,lineup_confirmed,starter_1,starter_2,starter_3,starter_4,starter_5
,HOU,AWAY,CONFIRMED,"['Amen Thompson', 'Josh Okogie', 'Kevin Durant', 'Jabari Smith', 'A. Sengun']","['D. Finney-Smith', 'F. VanVleet', 'Ryan Rollins', 'AJ Green', 'Gary Trent', 'G. Antetokounmpo', 'Myles Turner']",7,1,Amen Thompson,Josh Okogie,Kevin Durant,Jabari Smith,A. Sengun
,MIL,HOME,CONFIRMED,"['Ryan Rollins', 'AJ Green', 'Gary Trent', 'G. Antetokounmpo', 'Myles Turner']","['K. Porter', 'T. Prince', 'Egor Demin', 'Terance Mann', 'M. Porter', 'Noah Clowney', 'Nic Claxton']",7,1,Ryan Rollins,AJ Green,Gary Trent,G. Antetokounmpo,Myles Turner
,BKN,AWAY,CONFIRMED,"['Egor Demin', 'Terance Mann', 'M. Porter', 'Noah Clowney', 'Nic Claxton']","['D. Sharpe', 'H. Highsmith', 'Cam Thomas', 'Jalen Brunson', 'Mikal Bridges', 'OG Anunoby', 'K. Towns', 'M. Robinson']",8,1,Egor Demin,Terance Mann,M. Porter,Noah Clowney,Nic Claxton
,NYK,HOME,CONFIRMED,"['Jalen Brunson', 'Mikal Bridges', 'OG Anunoby', 'K. Towns', 'M. Robinson']","['Derrick White', 'P. Pritchard', 'Jaylen Brown', 'Josh Minott', 'Neemias Queta']",5,1,Jalen Brunson,Mikal Bridges,OG Anunoby,K. Towns,M. Robinson
,BOS,AWAY,CONFIRMED,"['Derrick White', 'P. Pritchard', 'Jaylen Brown', 'Josh Minott', 'Neemias Queta']","['J. Tatum', 'Jalen Suggs', 'Desmond Bane', 'Franz Wagner', 'P. Banchero', 'W. Carter']",6,1,Derrick White,P. Pritchard,Jaylen Brown,Josh Minott,Neemias Queta
,ORL,HOME,CONFIRMED,"['Jalen Suggs', 'Desmond Bane', 'Franz Wagner', 'P. Banchero', 'W. Carter']","['M. Wagner', 'S. Gilgeous-Alexander', 'Cason Wallace', 'Ajay Mitchell', 'Chet Holmgren', 'I. Hartenstein']",6,1,Jalen Suggs,Desmond Bane,Franz Wagner,P. Banchero,W. Carter
,OKC,AWAY,CONFIRMED,"['S. Gilgeous-Alexander', 'Cason Wallace', 'Ajay Mitchell', 'Chet Holmgren', 'I. Hartenstein']","['L. Dort', 'T. Sorber', 'N. Topic', 'A. Wiggins', 'K. Williams', 'J. Williams', 'Ja Morant', 'K. Caldwell-Pope', 'Jaylen Wells', 'Jaren Jackson', 'Jock Landale']",11,1,S. Gilgeous-Alexander,Cason Wallace,Ajay Mitchell,Chet Holmgren,I. Hartenstein
,MEM,HOME,CONFIRMED,"['Ja Morant', 'K. Caldwell-Pope', 'Jaylen Wells', 'Jaren Jackson', 'Jock Landale']","['J. Small', 'B. Clarke', 'Zach Edey', 'Ty Jerome', 'S. Pippen', 'C. Cunningham', 'D. Robinson', 'A. Thompson', 'R. Holland', 'Jalen Duren']",10,1,Ja Morant,K. Caldwell-Pope,Jaylen Wells,Jaren Jackson,Jock Landale
,DET,AWAY,CONFIRMED,"['C. Cunningham', 'D. Robinson', 'A. Thompson', 'R. Holland', 'Jalen Duren']","['I. Stewart', 'T. Harris', 'Jaden Ivey', 'M. Sasser', 'Tyrese Maxey', 'VJ Edgecombe', 'Kelly Oubre', 'T. Watford', 'A. Drummond']",9,1,C. Cunningham,D. Robinson,A. Thompson,R. Holland,Jalen Duren
,PHI,HOME,CONFIRMED,"['Tyrese Maxey', 'VJ Edgecombe', 'Kelly Oubre', 'T. Watford', 'A. Drummond']","['J. Broome', 'J. Embiid', 'D. Barlow', 'P. George', 'A. Nembhard', 'Ben Sheppard', 'Jarace Walker', 'Jay Huff', 'I. Jackson']",9,1,Tyrese Maxey,VJ Edgecombe,Kelly Oubre,T. Watford,A. Drummond
,IND,AWAY,CONFIRMED,"['A. Nembhard', 'Ben Sheppard', 'Jarace Walker', 'Jay Huff', 'I. Jackson']","['T. Haliburton', 'A. Nesmith', 'P. Siakam', 'J. Furphy', 'Q. Jackson', 'Kam Jones', 'B. Mathurin', 'T. McConnell', 'Obi Toppin', 'B. Podziemski', 'Jimmy Butler', 'J. Kuminga', 'D. Green', 'Quinten Post']",14,1,A. Nembhard,Ben Sheppard,Jarace Walker,Jay Huff,I. Jackson
,GSW,HOME,CONFIRMED,"['B. Podziemski', 'Jimmy Butler', 'J. Kuminga', 'D. Green', 'Quinten Post']","['S. Curry', 'D. Melton', 'D. DiVincenzo', 'A. Edwards', 'J. McDaniels', 'Julius Randle', 'Rudy Gobert']",7,1,B. Podziemski,Jimmy Butler,J. Kuminga,D. Green,Quinten Post
,MIN,AWAY,CONFIRMED,"['D. DiVincenzo', 'A. Edwards', 'J. McDaniels', 'Julius Randle', 'Rudy Gobert']","['T. Shannon', 'D. Schroder', 'Zach LaVine', 'DeMar DeRozan', 'P. Achiuwa', 'D. Sabonis']",6,1,D. DiVincenzo,A. Edwards,J. McDaniels,Julius Randle,Rudy Gobert
,SAC,HOME,CONFIRMED,"['D. Schroder', 'Zach LaVine', 'DeMar DeRozan', 'P. Achiuwa', 'D. Sabonis']",['K. Murray'],1,1,D. Schroder,Zach LaVine,DeMar DeRozan,P. Achiuwa,D. Sabonis
