player,team,opponent,game_date,market,book,line,over_odds,under_odds
Nickeil Alexander-Walker,ATL,LAL,2025-11-08,PTS,mgm,17.5,-115.0,-115.0
Stephon Castle,SAS,NOP,2025-11-08,PTS,mgm,17.5,-105.0,-125.0
Cooper Flagg,DAL,@WAS,2025-11-08,PTS,mgm,17.5,-125.0,-110.0
Jalen Green,PHX,@LAC,2025-11-08,PTS,mgm,17.5,-105.0,-130.0
P.J. Washington,DAL,@WAS,2025-11-08,PTS,mgm,17.5,-120.0,-110.0
Matas Buzelis,CHI,@CLE,2025-11-08,PTS,mgm,16.5,-105.0,-125.0
Darius Garland,CLE,CHI,2025-11-08,PTS,mgm,16.5,-105.0,-125.0
Aaron Gordon,DEN,IND,2025-11-08,PTS,mgm,16.5,-105.0,-130.0
Jrue Holiday,POR,@MIA,2025-11-08,PTS,mgm,16.5,100.0,-130.0
De'Andre Hunter,CLE,CHI,2025-11-08,PTS,mgm,15.5,-125.0,-105.0
Ivica Zubac,LAC,PHX,2025-11-08,PTS,mgm,16.5,-115.0,-118.0
Deandre Ayton,LAL,@ATL,2025-11-08,PTS,mgm,15.5,-110.0,-120.0
VJ Edgecombe,PHI,TOR,2025-11-08,PTS,mgm,14.5,-125.0,-105.0
Jeremiah Fears,NOP,@SAS,2025-11-08,PTS,mgm,14.5,-105.0,-125.0
Kyshawn George,WAS,DAL,2025-11-08,PTS,mgm,13.5,-130.0,-105.0
Rui Hachimura,LAL,@ATL,2025-11-08,PTS,mgm,15.5,-110.0,-120.0
CJ McCollum,WAS,DAL,2025-11-08,PTS,mgm,15.5,-110.0,-118.0
Aaron Nesmith,IND,@DEN,2025-11-08,PTS,mgm,15.5,-118.0,-115.0
Immanuel Quickley,TOR,@PHI,2025-11-08,PTS,mgm,15.5,-115.0,-118.0
Devin Vassell,SAS,NOP,2025-11-08,PTS,mgm,15.5,100.0,-130.0
Grayson Allen,PHX,@LAC,2025-11-08,PTS,mgm,14.5,-110.0,-120.0
Jarrett Allen,CLE,CHI,2025-11-08,PTS,mgm,13.5,-125.0,-105.0
John Collins,LAC,PHX,2025-11-08,PTS,mgm,14.5,-130.0,-105.0
De'Aaron Fox,SAS,NOP,2025-11-08,PTS,mgm,13.5,-130.0,100.0
Quentin Grimes,PHI,TOR,2025-11-08,PTS,mgm,14.5,-130.0,-105.0
Kelly Oubre,PHI,TOR,2025-11-08,PTS,mgm,14.5,-110.0,-120.0
D'Angelo Russell,DAL,@WAS,2025-11-08,PTS,mgm,14.5,-120.0,-110.0
Kel'el Ware,MIA,POR,2025-11-08,PTS,mgm,14.5,-105.0,-130.0
Christian Braun,DEN,IND,2025-11-08,PTS,mgm,12.5,-118.0,-110.0
Toumani Camara,POR,@MIA,2025-11-08,PTS,mgm,13.5,-125.0,-105.0
Max Christie,DAL,@WAS,2025-11-08,PTS,mgm,13.5,-120.0,-110.0
Dyson Daniels,ATL,LAL,2025-11-08,PTS,mgm,13.5,-120.0,-110.0
Tre Johnson,WAS,DAL,2025-11-08,PTS,mgm,13.5,-105.0,-125.0
Onyeka Okongwu,ATL,LAL,2025-11-08,PTS,mgm,13.5,-120.0,-110.0
Zaccharie Risacher,ATL,LAL,2025-11-08,PTS,mgm,13.5,-110.0,-120.0
Jarace Walker,IND,@DEN,2025-11-08,PTS,mgm,12.5,-125.0,-105.0
Saddiq Bey,NOP,@SAS,2025-11-08,PTS,mgm,12.5,-105.0,-125.0
Dillon Brooks,PHX,@LAC,2025-11-08,PTS,mgm,12.5,-105.0,-125.0
Kevin Huerter,CHI,@CLE,2025-11-08,PTS,mgm,12.5,-110.0,-125.0
Herbert Jones,NOP,@SAS,2025-11-08,PTS,mgm,11.5,-125.0,-105.0
Mark Williams,PHX,@LAC,2025-11-08,PTS,mgm,12.5,-105.0,-125.0
Bradley Beal,LAC,PHX,2025-11-08,PTS,mgm,10.5,-130.0,-105.0
Tre Jones,CHI,@CLE,2025-11-08,PTS,mgm,11.5,100.0,-130.0
Jake LaRavia,LAL,@ATL,2025-11-08,PTS,mgm,11.5,-125.0,-105.0
Davion Mitchell,MIA,POR,2025-11-08,PTS,mgm,11.5,-118.0,-110.0
Andrew Nembhard,IND,@DEN,2025-11-08,PTS,mgm,10.5,-135.0,100.0
Marcus Smart,LAL,@ATL,2025-11-08,PTS,mgm,11.5,-110.0,-118.0
Jose Alvarado,NOP,@SAS,2025-11-08,PTS,mgm,10.5,-110.0,-120.0
Harrison Barnes,SAS,NOP,2025-11-08,PTS,mgm,10.5,-135.0,100.0
Ayo Dosunmu,CHI,@CLE,2025-11-08,PTS,mgm,9.5,-135.0,100.0
Keldon Johnson,SAS,NOP,2025-11-08,PTS,mgm,10.5,-120.0,-110.0
Cameron Johnson,DEN,IND,2025-11-08,PTS,mgm,10.5,100.0,-135.0
Derrick Jones,LAC,PHX,2025-11-08,PTS,mgm,10.5,100.0,-135.0
Pelle Larsson,MIA,POR,2025-11-08,PTS,mgm,10.5,-120.0,-110.0
Naji Marshall,DAL,@WAS,2025-11-08,PTS,mgm,10.5,-120.0,-110.0
Royce O'Neale,PHX,@LAC,2025-11-08,PTS,mgm,8.5,-115.0,-115.0
Derik Queen,NOP,@SAS,2025-11-08,PTS,mgm,10.5,-125.0,-110.0
Donovan Clingan,POR,@MIA,2025-11-08,PTS,mgm,9.5,-110.0,-120.0
Jakob Poeltl,TOR,@PHI,2025-11-08,PTS,mgm,8.5,-110.0,-118.0
Bub Carrington,WAS,DAL,2025-11-08,PTS,mgm,8.5,-110.0,-125.0
Collin Gillespie,PHX,@LAC,2025-11-08,PTS,mgm,8.5,-105.0,-130.0
Jordan Hawkins,NOP,@SAS,2025-11-08,PTS,mgm,8.5,-130.0,100.0
Luke Kennard,ATL,LAL,2025-11-08,PTS,mgm,8.5,-110.0,-120.0
Jeremy Sochan,SAS,NOP,2025-11-08,PTS,mgm,8.5,-110.0,-118.0
Kris Dunn,LAC,PHX,2025-11-08,PTS,mgm,6.5,-135.0,100.0
Ryan Dunn,PHX,@LAC,2025-11-08,PTS,mgm,7.5,-130.0,-105.0
Brook Lopez,LAC,PHX,2025-11-08,PTS,mgm,7.5,-130.0,100.0
Jared McCain,PHI,TOR,2025-11-08,PTS,mgm,7.5,-105.0,-130.0
Collin Murray-Boyles,TOR,@PHI,2025-11-08,PTS,mgm,7.5,100.0,-135.0
Isaac Okoro,CHI,@CLE,2025-11-08,PTS,mgm,6.5,-118.0,-115.0
Jalen Smith,CHI,@CLE,2025-11-08,PTS,mgm,7.5,-125.0,-105.0
Trendon Watford,PHI,TOR,2025-11-08,PTS,mgm,7.5,100.0,-135.0
Patrick Williams,CHI,@CLE,2025-11-08,PTS,mgm,7.5,-115.0,-115.0
Lonzo Ball,CLE,CHI,2025-11-08,PTS,mgm,6.5,-110.0,-120.0
Justin Champagnie,WAS,DAL,2025-11-08,PTS,mgm,6.5,-118.0,-110.0
Dalton Knecht,LAL,@ATL,2025-11-08,PTS,mgm,6.5,-120.0,-110.0
Jamal Shead,TOR,@PHI,2025-11-08,PTS,mgm,5.5,-105.0,-130.0
Nicolas Batum,LAC,PHX,2025-11-08,PTS,mgm,4.5,-125.0,-105.0
Jaxson Hayes,LAL,@ATL,2025-11-08,PTS,mgm,4.5,-110.0,-120.0
Kevon Looney,NOP,@SAS,2025-11-08,PTS,mgm,4.5,105.0,-140.0
Micah Peavy,NOP,@SAS,2025-11-08,PTS,mgm,4.5,100.0,-135.0
Jarred Vanderbilt,LAL,@ATL,2025-11-08,PTS,mgm,4.5,-130.0,100.0
Luka Doncic,LAL,@ATL,2025-11-08,PTS,mgm,35.5,,
Devin Booker,PHX,@LAC,2025-11-08,PTS,mgm,27.5,,
Nikola Jokic,DEN,IND,2025-11-08,PTS,mgm,25.5,,
Tyrese Maxey,PHI,TOR,2025-11-08,PTS,mgm,27.5,,
Donovan Mitchell,CLE,CHI,2025-11-08,PTS,mgm,27.5,,
Pascal Siakam,IND,@DEN,2025-11-08,PTS,mgm,26.5,,
Victor Wembanyama,SAS,NOP,2025-11-08,PTS,mgm,23.5,,
Deni Avdija,POR,@MIA,2025-11-08,PTS,mgm,22.5,,
James Harden,LAC,PHX,2025-11-08,PTS,mgm,23.5,,
Norman Powell,MIA,POR,2025-11-08,PTS,mgm,23.5,,
Joel Embiid,PHI,TOR,2025-11-08,PTS,mgm,21.5,,
Trey Murphy,NOP,@SAS,2025-11-08,PTS,mgm,21.5,,
Josh Giddey,CHI,@CLE,2025-11-08,PTS,mgm,20.5,,
Jalen Johnson,ATL,LAL,2025-11-08,PTS,mgm,20.5,,
Jamal Murray,DEN,IND,2025-11-08,PTS,mgm,19.5,,
RJ Barrett,TOR,@PHI,2025-11-08,PTS,mgm,19.5,,
Brandon Ingram,TOR,@PHI,2025-11-08,PTS,mgm,19.5,,
Evan Mobley,CLE,CHI,2025-11-08,PTS,mgm,19.5,,
Andrew Wiggins,MIA,POR,2025-11-08,PTS,mgm,19.5,,
Scottie Barnes,TOR,@PHI,2025-11-08,PTS,mgm,18.5,,
Jerami Grant,POR,@MIA,2025-11-08,PTS,mgm,17.5,,
Kristaps Porzingis,ATL,LAL,2025-11-08,PTS,mgm,18.5,,
Alex Sarr,WAS,DAL,2025-11-08,PTS,mgm,17.5,,
Shaedon Sharpe,POR,@MIA,2025-11-08,PTS,mgm,18.5,,
Nikola Vucevic,CHI,@CLE,2025-11-08,PTS,mgm,18.5,,
Nickeil Alexander-Walker,ATL,LAL,2025-11-08,PTS,mgm,17.5,,
Stephon Castle,SAS,NOP,2025-11-08,PTS,mgm,17.5,,
Cooper Flagg,DAL,@WAS,2025-11-08,PTS,mgm,17.5,,
Jalen Green,PHX,@LAC,2025-11-08,PTS,mgm,17.5,,
P.J. Washington,DAL,@WAS,2025-11-08,PTS,mgm,17.5,,
Matas Buzelis,CHI,@CLE,2025-11-08,PTS,mgm,16.5,,
Darius Garland,CLE,CHI,2025-11-08,PTS,mgm,16.5,,
Aaron Gordon,DEN,IND,2025-11-08,PTS,mgm,16.5,,
Jrue Holiday,POR,@MIA,2025-11-08,PTS,mgm,16.5,,
De'Andre Hunter,CLE,CHI,2025-11-08,PTS,mgm,15.5,,
Ivica Zubac,LAC,PHX,2025-11-08,PTS,mgm,16.5,,
Deandre Ayton,LAL,@ATL,2025-11-08,PTS,mgm,15.5,,
VJ Edgecombe,PHI,TOR,2025-11-08,PTS,mgm,14.5,,
Jeremiah Fears,NOP,@SAS,2025-11-08,PTS,mgm,14.5,,
Kyshawn George,WAS,DAL,2025-11-08,PTS,mgm,13.5,,
Rui Hachimura,LAL,@ATL,2025-11-08,PTS,mgm,15.5,,
CJ McCollum,WAS,DAL,2025-11-08,PTS,mgm,15.5,,
Aaron Nesmith,IND,@DEN,2025-11-08,PTS,mgm,15.5,,
Immanuel Quickley,TOR,@PHI,2025-11-08,PTS,mgm,15.5,,
Devin Vassell,SAS,NOP,2025-11-08,PTS,mgm,15.5,,
Grayson Allen,PHX,@LAC,2025-11-08,PTS,mgm,14.5,,
Jarrett Allen,CLE,CHI,2025-11-08,PTS,mgm,13.5,,
John Collins,LAC,PHX,2025-11-08,PTS,mgm,14.5,,
De'Aaron Fox,SAS,NOP,2025-11-08,PTS,mgm,13.5,,
Quentin Grimes,PHI,TOR,2025-11-08,PTS,mgm,14.5,,
Kelly Oubre,PHI,TOR,2025-11-08,PTS,mgm,14.5,,
D'Angelo Russell,DAL,@WAS,2025-11-08,PTS,mgm,14.5,,
Kel'el Ware,MIA,POR,2025-11-08,PTS,mgm,14.5,,
Christian Braun,DEN,IND,2025-11-08,PTS,mgm,12.5,,
Toumani Camara,POR,@MIA,2025-11-08,PTS,mgm,13.5,,
Max Christie,DAL,@WAS,2025-11-08,PTS,mgm,13.5,,
Dyson Daniels,ATL,LAL,2025-11-08,PTS,mgm,13.5,,
Tre Johnson,WAS,DAL,2025-11-08,PTS,mgm,13.5,,
Onyeka Okongwu,ATL,LAL,2025-11-08,PTS,mgm,13.5,,
Zaccharie Risacher,ATL,LAL,2025-11-08,PTS,mgm,13.5,,
Jarace Walker,IND,@DEN,2025-11-08,PTS,mgm,12.5,,
Saddiq Bey,NOP,@SAS,2025-11-08,PTS,mgm,12.5,,
Dillon Brooks,PHX,@LAC,2025-11-08,PTS,mgm,12.5,,
Kevin Huerter,CHI,@CLE,2025-11-08,PTS,mgm,12.5,,
Herbert Jones,NOP,@SAS,2025-11-08,PTS,mgm,11.5,,
Mark Williams,PHX,@LAC,2025-11-08,PTS,mgm,12.5,,
Bradley Beal,LAC,PHX,2025-11-08,PTS,mgm,10.5,,
Tre Jones,CHI,@CLE,2025-11-08,PTS,mgm,11.5,,
Jake LaRavia,LAL,@ATL,2025-11-08,PTS,mgm,11.5,,
Davion Mitchell,MIA,POR,2025-11-08,PTS,mgm,11.5,,
Andrew Nembhard,IND,@DEN,2025-11-08,PTS,mgm,10.5,,
Marcus Smart,LAL,@ATL,2025-11-08,PTS,mgm,11.5,,
Jose Alvarado,NOP,@SAS,2025-11-08,PTS,mgm,10.5,,
Harrison Barnes,SAS,NOP,2025-11-08,PTS,mgm,10.5,,
Ayo Dosunmu,CHI,@CLE,2025-11-08,PTS,mgm,9.5,,
Keldon Johnson,SAS,NOP,2025-11-08,PTS,mgm,10.5,,
Cameron Johnson,DEN,IND,2025-11-08,PTS,mgm,10.5,,
Derrick Jones,LAC,PHX,2025-11-08,PTS,mgm,10.5,,
Pelle Larsson,MIA,POR,2025-11-08,PTS,mgm,10.5,,
Naji Marshall,DAL,@WAS,2025-11-08,PTS,mgm,10.5,,
Royce O'Neale,PHX,@LAC,2025-11-08,PTS,mgm,8.5,,
Derik Queen,NOP,@SAS,2025-11-08,PTS,mgm,10.5,,
Donovan Clingan,POR,@MIA,2025-11-08,PTS,mgm,9.5,,
Jakob Poeltl,TOR,@PHI,2025-11-08,PTS,mgm,8.5,,
Bub Carrington,WAS,DAL,2025-11-08,PTS,mgm,8.5,,
Collin Gillespie,PHX,@LAC,2025-11-08,PTS,mgm,8.5,,
Jordan Hawkins,NOP,@SAS,2025-11-08,PTS,mgm,8.5,,
Luke Kennard,ATL,LAL,2025-11-08,PTS,mgm,8.5,,
Jeremy Sochan,SAS,NOP,2025-11-08,PTS,mgm,8.5,,
Kris Dunn,LAC,PHX,2025-11-08,PTS,mgm,6.5,,
Ryan Dunn,PHX,@LAC,2025-11-08,PTS,mgm,7.5,,
Brook Lopez,LAC,PHX,2025-11-08,PTS,mgm,7.5,,
Jared McCain,PHI,TOR,2025-11-08,PTS,mgm,7.5,,
Collin Murray-Boyles,TOR,@PHI,2025-11-08,PTS,mgm,7.5,,
Isaac Okoro,CHI,@CLE,2025-11-08,PTS,mgm,6.5,,
Jalen Smith,CHI,@CLE,2025-11-08,PTS,mgm,7.5,,
Trendon Watford,PHI,TOR,2025-11-08,PTS,mgm,7.5,,
Patrick Williams,CHI,@CLE,2025-11-08,PTS,mgm,7.5,,
Lonzo Ball,CLE,CHI,2025-11-08,PTS,mgm,6.5,,
Justin Champagnie,WAS,DAL,2025-11-08,PTS,mgm,6.5,,
Dalton Knecht,LAL,@ATL,2025-11-08,PTS,mgm,6.5,,
Jamal Shead,TOR,@PHI,2025-11-08,PTS,mgm,5.5,,
Nicolas Batum,LAC,PHX,2025-11-08,PTS,mgm,4.5,,
Jaxson Hayes,LAL,@ATL,2025-11-08,PTS,mgm,4.5,,
Kevon Looney,NOP,@SAS,2025-11-08,PTS,mgm,4.5,,
Micah Peavy,NOP,@SAS,2025-11-08,PTS,mgm,4.5,,
Jarred Vanderbilt,LAL,@ATL,2025-11-08,PTS,mgm,4.5,,
Luka Doncic,LAL,@ATL,2025-11-08,PTS,mgm,35.5,,
Devin Booker,PHX,@LAC,2025-11-08,PTS,mgm,27.5,,
Nikola Jokic,DEN,IND,2025-11-08,PTS,mgm,25.5,,
Tyrese Maxey,PHI,TOR,2025-11-08,PTS,mgm,27.5,,
Donovan Mitchell,CLE,CHI,2025-11-08,PTS,mgm,27.5,,
Pascal Siakam,IND,@DEN,2025-11-08,PTS,mgm,26.5,,
Victor Wembanyama,SAS,NOP,2025-11-08,PTS,mgm,23.5,,
Deni Avdija,POR,@MIA,2025-11-08,PTS,mgm,22.5,,
James Harden,LAC,PHX,2025-11-08,PTS,mgm,23.5,,
Norman Powell,MIA,POR,2025-11-08,PTS,mgm,23.5,,
Joel Embiid,PHI,TOR,2025-11-08,PTS,mgm,21.5,,
Trey Murphy,NOP,@SAS,2025-11-08,PTS,mgm,21.5,,
Josh Giddey,CHI,@CLE,2025-11-08,PTS,mgm,20.5,,
Jalen Johnson,ATL,LAL,2025-11-08,PTS,mgm,20.5,,
Jamal Murray,DEN,IND,2025-11-08,PTS,mgm,19.5,,
RJ Barrett,TOR,@PHI,2025-11-08,PTS,mgm,19.5,,
Brandon Ingram,TOR,@PHI,2025-11-08,PTS,mgm,19.5,,
Evan Mobley,CLE,CHI,2025-11-08,PTS,mgm,19.5,,
Andrew Wiggins,MIA,POR,2025-11-08,PTS,mgm,19.5,,
Scottie Barnes,TOR,@PHI,2025-11-08,PTS,mgm,18.5,,
Jerami Grant,POR,@MIA,2025-11-08,PTS,mgm,17.5,,
Kristaps Porzingis,ATL,LAL,2025-11-08,PTS,mgm,18.5,,
Alex Sarr,WAS,DAL,2025-11-08,PTS,mgm,17.5,,
Shaedon Sharpe,POR,@MIA,2025-11-08,PTS,mgm,18.5,,
Nikola Vucevic,CHI,@CLE,2025-11-08,PTS,mgm,18.5,,
Nickeil Alexander-Walker,ATL,LAL,2025-11-08,PTS,mgm,17.5,,
Stephon Castle,SAS,NOP,2025-11-08,PTS,mgm,17.5,,
Cooper Flagg,DAL,@WAS,2025-11-08,PTS,mgm,17.5,,
Jalen Green,PHX,@LAC,2025-11-08,PTS,mgm,17.5,,
P.J. Washington,DAL,@WAS,2025-11-08,PTS,mgm,17.5,,
Matas Buzelis,CHI,@CLE,2025-11-08,PTS,mgm,16.5,,
Darius Garland,CLE,CHI,2025-11-08,PTS,mgm,16.5,,
Aaron Gordon,DEN,IND,2025-11-08,PTS,mgm,16.5,,
Jrue Holiday,POR,@MIA,2025-11-08,PTS,mgm,16.5,,
De'Andre Hunter,CLE,CHI,2025-11-08,PTS,mgm,15.5,,
Ivica Zubac,LAC,PHX,2025-11-08,PTS,mgm,16.5,,
Deandre Ayton,LAL,@ATL,2025-11-08,PTS,mgm,15.5,,
VJ Edgecombe,PHI,TOR,2025-11-08,PTS,mgm,14.5,,
Jeremiah Fears,NOP,@SAS,2025-11-08,PTS,mgm,14.5,,
Kyshawn George,WAS,DAL,2025-11-08,PTS,mgm,13.5,,
Rui Hachimura,LAL,@ATL,2025-11-08,PTS,mgm,15.5,,
CJ McCollum,WAS,DAL,2025-11-08,PTS,mgm,15.5,,
Aaron Nesmith,IND,@DEN,2025-11-08,PTS,mgm,15.5,,
Immanuel Quickley,TOR,@PHI,2025-11-08,PTS,mgm,15.5,,
Devin Vassell,SAS,NOP,2025-11-08,PTS,mgm,15.5,,
Grayson Allen,PHX,@LAC,2025-11-08,PTS,mgm,14.5,,
Jarrett Allen,CLE,CHI,2025-11-08,PTS,mgm,13.5,,
John Collins,LAC,PHX,2025-11-08,PTS,mgm,14.5,,
De'Aaron Fox,SAS,NOP,2025-11-08,PTS,mgm,13.5,,
Quentin Grimes,PHI,TOR,2025-11-08,PTS,mgm,14.5,,
Kelly Oubre,PHI,TOR,2025-11-08,PTS,mgm,14.5,,
D'Angelo Russell,DAL,@WAS,2025-11-08,PTS,mgm,14.5,,
Kel'el Ware,MIA,POR,2025-11-08,PTS,mgm,14.5,,
Christian Braun,DEN,IND,2025-11-08,PTS,mgm,12.5,,
Toumani Camara,POR,@MIA,2025-11-08,PTS,mgm,13.5,,
Max Christie,DAL,@WAS,2025-11-08,PTS,mgm,13.5,,
Dyson Daniels,ATL,LAL,2025-11-08,PTS,mgm,13.5,,
Tre Johnson,WAS,DAL,2025-11-08,PTS,mgm,13.5,,
Onyeka Okongwu,ATL,LAL,2025-11-08,PTS,mgm,13.5,,
Zaccharie Risacher,ATL,LAL,2025-11-08,PTS,mgm,13.5,,
Jarace Walker,IND,@DEN,2025-11-08,PTS,mgm,12.5,,
Saddiq Bey,NOP,@SAS,2025-11-08,PTS,mgm,12.5,,
Dillon Brooks,PHX,@LAC,2025-11-08,PTS,mgm,12.5,,
Kevin Huerter,CHI,@CLE,2025-11-08,PTS,mgm,12.5,,
Herbert Jones,NOP,@SAS,2025-11-08,PTS,mgm,11.5,,
Mark Williams,PHX,@LAC,2025-11-08,PTS,mgm,12.5,,
Bradley Beal,LAC,PHX,2025-11-08,PTS,mgm,10.5,,
Tre Jones,CHI,@CLE,2025-11-08,PTS,mgm,11.5,,
Jake LaRavia,LAL,@ATL,2025-11-08,PTS,mgm,11.5,,
Davion Mitchell,MIA,POR,2025-11-08,PTS,mgm,11.5,,
Andrew Nembhard,IND,@DEN,2025-11-08,PTS,mgm,10.5,,
Marcus Smart,LAL,@ATL,2025-11-08,PTS,mgm,11.5,,
Jose Alvarado,NOP,@SAS,2025-11-08,PTS,mgm,10.5,,
Harrison Barnes,SAS,NOP,2025-11-08,PTS,mgm,10.5,,
Ayo Dosunmu,CHI,@CLE,2025-11-08,PTS,mgm,9.5,,
Keldon Johnson,SAS,NOP,2025-11-08,PTS,mgm,10.5,,
Cameron Johnson,DEN,IND,2025-11-08,PTS,mgm,10.5,,
Derrick Jones,LAC,PHX,2025-11-08,PTS,mgm,10.5,,
Pelle Larsson,MIA,POR,2025-11-08,PTS,mgm,10.5,,
Naji Marshall,DAL,@WAS,2025-11-08,PTS,mgm,10.5,,
Royce O'Neale,PHX,@LAC,2025-11-08,PTS,mgm,8.5,,
Derik Queen,NOP,@SAS,2025-11-08,PTS,mgm,10.5,,
Donovan Clingan,POR,@MIA,2025-11-08,PTS,mgm,9.5,,
Jakob Poeltl,TOR,@PHI,2025-11-08,PTS,mgm,8.5,,
Bub Carrington,WAS,DAL,2025-11-08,PTS,mgm,8.5,,
Collin Gillespie,PHX,@LAC,2025-11-08,PTS,mgm,8.5,,
Jordan Hawkins,NOP,@SAS,2025-11-08,PTS,mgm,8.5,,
Luke Kennard,ATL,LAL,2025-11-08,PTS,mgm,8.5,,
Jeremy Sochan,SAS,NOP,2025-11-08,PTS,mgm,8.5,,
Kris Dunn,LAC,PHX,2025-11-08,PTS,mgm,6.5,,
Ryan Dunn,PHX,@LAC,2025-11-08,PTS,mgm,7.5,,
Brook Lopez,LAC,PHX,2025-11-08,PTS,mgm,7.5,,
Jared McCain,PHI,TOR,2025-11-08,PTS,mgm,7.5,,
Collin Murray-Boyles,TOR,@PHI,2025-11-08,PTS,mgm,7.5,,
Isaac Okoro,CHI,@CLE,2025-11-08,PTS,mgm,6.5,,
Jalen Smith,CHI,@CLE,2025-11-08,PTS,mgm,7.5,,
Trendon Watford,PHI,TOR,2025-11-08,PTS,mgm,7.5,,
Patrick Williams,CHI,@CLE,2025-11-08,PTS,mgm,7.5,,
Lonzo Ball,CLE,CHI,2025-11-08,PTS,mgm,6.5,,
Justin Champagnie,WAS,DAL,2025-11-08,PTS,mgm,6.5,,
Dalton Knecht,LAL,@ATL,2025-11-08,PTS,mgm,6.5,,
Jamal Shead,TOR,@PHI,2025-11-08,PTS,mgm,5.5,,
Nicolas Batum,LAC,PHX,2025-11-08,PTS,mgm,4.5,,
Jaxson Hayes,LAL,@ATL,2025-11-08,PTS,mgm,4.5,,
Kevon Looney,NOP,@SAS,2025-11-08,PTS,mgm,4.5,,
Micah Peavy,NOP,@SAS,2025-11-08,PTS,mgm,4.5,,
Jarred Vanderbilt,LAL,@ATL,2025-11-08,PTS,mgm,4.5,,
Luka Doncic,LAL,@ATL,2025-11-08,PTS,draftkings,35.5,-120.0,-107.0
Devin Booker,PHX,@LAC,2025-11-08,PTS,draftkings,27.5,-107.0,-119.0
Nikola Jokic,DEN,IND,2025-11-08,PTS,draftkings,27.5,-111.0,-115.0
Tyrese Maxey,PHI,TOR,2025-11-08,PTS,draftkings,27.5,-120.0,-106.0
Donovan Mitchell,CLE,CHI,2025-11-08,PTS,draftkings,26.5,-111.0,-114.0
Pascal Siakam,IND,@DEN,2025-11-08,PTS,draftkings,26.5,-110.0,-116.0
Victor Wembanyama,SAS,NOP,2025-11-08,PTS,draftkings,24.5,-104.0,-122.0
Deni Avdija,POR,@MIA,2025-11-08,PTS,draftkings,22.5,-121.0,-105.0
James Harden,LAC,PHX,2025-11-08,PTS,draftkings,22.5,-124.0,-103.0
Norman Powell,MIA,POR,2025-11-08,PTS,draftkings,22.5,-119.0,-107.0
Joel Embiid,PHI,TOR,2025-11-08,PTS,draftkings,20.5,-109.0,-117.0
Trey Murphy,NOP,@SAS,2025-11-08,PTS,draftkings,21.5,-108.0,-118.0
Josh Giddey,CHI,@CLE,2025-11-08,PTS,draftkings,20.5,-103.0,-124.0
Jalen Johnson,ATL,LAL,2025-11-08,PTS,draftkings,20.5,-123.0,-104.0
Jamal Murray,DEN,IND,2025-11-08,PTS,draftkings,20.5,-122.0,-105.0
RJ Barrett,TOR,@PHI,2025-11-08,PTS,draftkings,18.5,-107.0,-119.0
Brandon Ingram,TOR,@PHI,2025-11-08,PTS,draftkings,18.5,-120.0,-106.0
Evan Mobley,CLE,CHI,2025-11-08,PTS,draftkings,19.5,-123.0,-103.0
