player,team,opponent,game_date,market,book,line,over_odds,under_odds
Luka Doncic,LAL,@ATL,2025-11-08,PTS,mgm,36.5,-105.0,-125.0
Tyrese Maxey,PHI,TOR,2025-11-08,PTS,mgm,27.5,-118.0,-110.0
Donovan Mitchell,CLE,CHI,2025-11-08,PTS,mgm,27.5,-110.0,-125.0
Devin Booker,PHX,@LAC,2025-11-08,PTS,mgm,26.5,-120.0,-110.0
Deni Avdija,POR,@MIA,2025-11-08,PTS,mgm,23.5,-105.0,-125.0
Anthony Davis,DAL,@WAS,2025-11-08,PTS,mgm,24.5,-115.0,-115.0
James Harden,LAC,PHX,2025-11-08,PTS,mgm,23.5,-125.0,-105.0
Norman Powell,MIA,POR,2025-11-08,PTS,mgm,24.5,-105.0,-125.0
Victor Wembanyama,SAS,NOP,2025-11-08,PTS,mgm,24.5,-120.0,-110.0
Jalen Johnson,ATL,LAL,2025-11-08,PTS,mgm,21.5,-110.0,-118.0
Joel Embiid,PHI,TOR,2025-11-08,PTS,mgm,21.5,-105.0,-130.0
Evan Mobley,CLE,CHI,2025-11-08,PTS,mgm,20.5,-115.0,-115.0
Trey Murphy,NOP,@SAS,2025-11-08,PTS,mgm,20.5,-125.0,-105.0
Josh Giddey,CHI,@CLE,2025-11-08,PTS,mgm,19.5,-125.0,-105.0
Brandon Ingram,TOR,@PHI,2025-11-08,PTS,mgm,19.5,-115.0,-115.0
Nickeil Alexander-Walker,ATL,LAL,2025-11-08,PTS,mgm,18.5,-120.0,-110.0
RJ Barrett,TOR,@PHI,2025-11-08,PTS,mgm,19.5,-105.0,-125.0
Jerami Grant,POR,@MIA,2025-11-08,PTS,mgm,18.5,-105.0,-125.0
Andrew Wiggins,MIA,POR,2025-11-08,PTS,mgm,19.5,-115.0,-115.0
Scottie Barnes,TOR,@PHI,2025-11-08,PTS,mgm,18.5,-105.0,-125.0
Cooper Flagg,DAL,@WAS,2025-11-08,PTS,mgm,16.5,-130.0,-105.0
Alex Sarr,WAS,DAL,2025-11-08,PTS,mgm,17.5,-118.0,-115.0
Shaedon Sharpe,POR,@MIA,2025-11-08,PTS,mgm,18.5,-120.0,-110.0
Nikola Vucevic,CHI,@CLE,2025-11-08,PTS,mgm,17.5,-118.0,-110.0
Stephon Castle,SAS,NOP,2025-11-08,PTS,mgm,16.5,-120.0,-110.0
Jalen Green,PHX,@LAC,2025-11-08,PTS,mgm,16.5,-118.0,-110.0
De'Andre Hunter,CLE,CHI,2025-11-08,PTS,mgm,17.5,-105.0,-125.0
Onyeka Okongwu,ATL,LAL,2025-11-08,PTS,mgm,16.5,-120.0,-110.0
P.J. Washington,DAL,@WAS,2025-11-08,PTS,mgm,16.5,-118.0,-115.0
Ivica Zubac,LAC,PHX,2025-11-08,PTS,mgm,16.5,100.0,-130.0
Deandre Ayton,LAL,@ATL,2025-11-08,PTS,mgm,15.5,-110.0,-120.0
Matas Buzelis,CHI,@CLE,2025-11-08,PTS,mgm,16.5,100.0,-130.0
VJ Edgecombe,PHI,TOR,2025-11-08,PTS,mgm,15.5,-118.0,-110.0
Jrue Holiday,POR,@MIA,2025-11-08,PTS,mgm,16.5,-110.0,-125.0
CJ McCollum,WAS,DAL,2025-11-08,PTS,mgm,15.5,-115.0,-118.0
Zaccharie Risacher,ATL,LAL,2025-11-08,PTS,mgm,15.5,-110.0,-120.0
Grayson Allen,PHX,@LAC,2025-11-08,PTS,mgm,14.5,100.0,-135.0
Jarrett Allen,CLE,CHI,2025-11-08,PTS,mgm,15.5,-105.0,-125.0
John Collins,LAC,PHX,2025-11-08,PTS,mgm,14.5,-125.0,-105.0
Dyson Daniels,ATL,LAL,2025-11-08,PTS,mgm,15.5,-130.0,-105.0
Jeremiah Fears,NOP,@SAS,2025-11-08,PTS,mgm,14.5,-105.0,-130.0
De'Aaron Fox,SAS,NOP,2025-11-08,PTS,mgm,13.5,-130.0,100.0
Kyshawn George,WAS,DAL,2025-11-08,PTS,mgm,13.5,-125.0,-105.0
Quentin Grimes,PHI,TOR,2025-11-08,PTS,mgm,14.5,-130.0,-105.0
Rui Hachimura,LAL,@ATL,2025-11-08,PTS,mgm,15.5,-115.0,-115.0
Immanuel Quickley,TOR,@PHI,2025-11-08,PTS,mgm,14.5,-110.0,-118.0
Devin Vassell,SAS,NOP,2025-11-08,PTS,mgm,14.5,-125.0,-105.0
Toumani Camara,POR,@MIA,2025-11-08,PTS,mgm,13.5,-130.0,-105.0
Kelly Oubre,PHI,TOR,2025-11-08,PTS,mgm,13.5,-130.0,100.0
D'Angelo Russell,DAL,@WAS,2025-11-08,PTS,mgm,12.5,-125.0,-105.0
Kel'el Ware,MIA,POR,2025-11-08,PTS,mgm,14.5,-110.0,-120.0
Saddiq Bey,NOP,@SAS,2025-11-08,PTS,mgm,11.5,-135.0,100.0
Max Christie,DAL,@WAS,2025-11-08,PTS,mgm,12.5,-105.0,-130.0
Tre Johnson,WAS,DAL,2025-11-08,PTS,mgm,13.5,-105.0,-125.0
Mark Williams,PHX,@LAC,2025-11-08,PTS,mgm,12.5,-110.0,-120.0
Dillon Brooks,PHX,@LAC,2025-11-08,PTS,mgm,11.5,-130.0,-105.0
Kevin Huerter,CHI,@CLE,2025-11-08,PTS,mgm,12.5,-105.0,-125.0
Herbert Jones,NOP,@SAS,2025-11-08,PTS,mgm,11.5,-115.0,-115.0
Jake LaRavia,LAL,@ATL,2025-11-08,PTS,mgm,11.5,-110.0,-120.0
Jose Alvarado,NOP,@SAS,2025-11-08,PTS,mgm,10.5,-110.0,-120.0
Harrison Barnes,SAS,NOP,2025-11-08,PTS,mgm,10.5,-130.0,-105.0
Bradley Beal,LAC,PHX,2025-11-08,PTS,mgm,11.5,-105.0,-130.0
Ayo Dosunmu,CHI,@CLE,2025-11-08,PTS,mgm,9.5,-140.0,105.0
Keldon Johnson,SAS,NOP,2025-11-08,PTS,mgm,11.5,-105.0,-130.0
Tre Jones,CHI,@CLE,2025-11-08,PTS,mgm,10.5,-120.0,-110.0
Derrick Jones,LAC,PHX,2025-11-08,PTS,mgm,9.5,-130.0,-105.0
Davion Mitchell,MIA,POR,2025-11-08,PTS,mgm,10.5,-125.0,-105.0
Derik Queen,NOP,@SAS,2025-11-08,PTS,mgm,10.5,-120.0,-110.0
Marcus Smart,LAL,@ATL,2025-11-08,PTS,mgm,11.5,-115.0,-115.0
Nikola Jovic,MIA,POR,2025-11-08,PTS,mgm,10.5,-105.0,-130.0
Pelle Larsson,MIA,POR,2025-11-08,PTS,mgm,9.5,-135.0,100.0
Sam Merrill,CLE,CHI,2025-11-08,PTS,mgm,10.5,-120.0,-110.0
Royce O'Neale,PHX,@LAC,2025-11-08,PTS,mgm,9.5,-115.0,-118.0
Jaylon Tyson,CLE,CHI,2025-11-08,PTS,mgm,9.5,-115.0,-118.0
Bogdan Bogdanovic,LAC,PHX,2025-11-08,PTS,mgm,9.5,-110.0,-118.0
Donovan Clingan,POR,@MIA,2025-11-08,PTS,mgm,9.5,-110.0,-120.0
Corey Kispert,WAS,DAL,2025-11-08,PTS,mgm,9.5,-105.0,-125.0
Sandro Mamukelashvili,TOR,@PHI,2025-11-08,PTS,mgm,9.5,-110.0,-120.0
